EmpId,Satisfaction,Evaluation,number_of_projects,average_montly_hours,time_spent_company,work_accident,Promotion,Department,Salary_INR,Churn
781109,3.9,5.699999999999998,2,133,3,0,0,technical,87377,1
781110,4.1,5.0,2,153,3,0,0,technical,62926,1
781111,1.0,9.4,7,281,4,0,0,technical,95382,1
781112,3.9,5.1,2,132,3,0,0,support,59790,1
781113,7.3,8.299999999999999,5,270,5,1,0,support,86012,1
781114,4.1,4.5,2,150,3,0,0,support,42004,1
781115,3.7,5.1,2,140,3,0,0,support,80144,1
781116,3.8,5.0,2,150,3,1,0,support,60139,1
781117,8.0,6.3,5,180,5,0,0,support,52135,1
781118,0.8999999999999999,8.5,5,281,4,0,0,support,49520,1
781119,8.5,9.2,4,275,5,0,0,support,52157,1
781120,4.2,5.4,2,130,3,0,0,support,86668,1
781121,4.1,4.8,2,130,3,0,0,support,103099,1
781122,3.8,4.6000000000000005,2,147,3,0,0,support,29849,1
781123,7.199999999999998,10.0,5,264,5,0,0,technical,78522,1
781124,1.1,7.4,6,290,5,0,0,technical,73988,1
781125,3.7,4.699999999999998,2,150,3,0,0,technical,60966,1
781126,1.0,8.100000000000001,6,304,4,0,0,management,85854,1
781127,3.6,5.4,2,136,3,0,0,IT,38341,1
781128,9.2,9.4,5,307,5,0,0,IT,14526,1
781129,1.1,8.7,5,303,4,0,0,IT,25852,1
781130,3.9,5.6000000000000005,2,156,3,0,0,IT,19698,1
781131,1.1,9.5,6,271,4,0,0,IT,15054,1
781132,4.5,4.5,2,140,3,0,0,product_mng,15768,1
781133,4.4,5.5,2,130,3,1,0,product_mng,39779,1
781134,8.5,9.7,4,266,6,0,0,product_mng,21398,1
781135,4.3,5.2,2,139,3,0,0,product_mng,14868,1
781136,7.5,8.6,5,260,5,0,0,IT,14907,1
781137,1.1,5.5,2,137,3,1,0,RandD,16599,1
781138,3.6,5.0,2,158,3,0,0,RandD,22403,1
781139,1.0,7.9,6,249,4,0,0,RandD,23369,1
781140,7.4,8.9,5,259,5,0,0,RandD,25025,1
781141,4.0,4.6000000000000005,2,144,3,0,0,RandD,14133,1
781142,0.8999999999999999,7.7,6,244,4,0,0,marketing,22494,1
781143,7.6,9.1,4,219,5,0,0,sales,29525,1
781144,4.5,5.699999999999998,2,151,3,0,0,accounting,15818,1
781145,8.4,8.8,4,269,5,0,0,support,29352,1
781146,3.8,4.5,2,127,3,0,0,technical,12948,1
781147,3.8,4.6000000000000005,2,144,3,0,0,management,30147,1
781148,3.8,5.4,2,157,3,0,0,marketing,67112,1
781149,8.6,9.4,5,224,5,0,0,marketing,58668,1
781150,3.7,4.6000000000000005,2,155,3,0,0,marketing,99863,1
781151,3.7,5.0,2,131,3,0,0,sales,83857,1
781152,8.7,10.0,4,258,5,1,1,sales,83496,1
781153,1.1,8.5,6,267,4,0,0,sales,67817,1
781154,4.2,5.0,2,141,3,0,0,sales,84000,1
781155,4.3,4.8,2,160,3,0,0,sales,87838,1
781156,0.8999999999999999,8.0,6,247,4,0,0,sales,65387,1
781157,5.4,5.6000000000000005,4,260,3,0,0,sales,46304,1
781158,4.0,4.699999999999998,2,151,3,0,0,sales,97987,1
781159,3.6,5.2,2,137,3,1,0,sales,53144,1
781160,8.7,9.0,4,256,5,0,0,sales,306578,1
781161,7.5,8.8,4,239,5,0,0,sales,18803,1
781162,4.3,5.300000000000002,2,152,3,0,0,sales,43562,1
781163,4.3,4.699999999999998,2,149,3,0,0,sales,99890,1
781164,1.0,8.7,6,284,4,0,0,sales,83463,1
781165,1.1,7.800000000000002,7,248,4,0,0,sales,97408,1
781166,4.4,5.300000000000002,2,156,3,0,0,sales,32416,1
781167,3.9,4.8,2,138,3,0,0,sales,38452,1
781168,4.0,5.5,2,155,3,0,0,sales,23203,1
781169,9.2,8.7,4,229,6,0,0,sales,39692,1
781170,3.6,4.699999999999998,2,136,3,0,0,accounting,31158,1
781171,8.6,9.5,4,241,5,0,0,accounting,34999,1
781172,7.4,8.7,5,258,5,0,0,accounting,33014,1
781173,8.0,9.5,3,146,5,0,0,hr,28289,1
781174,3.6,4.8,2,145,3,0,0,hr,32250,1
781175,4.2,5.699999999999998,2,159,3,0,0,hr,18316,1
781176,4.2,4.699999999999998,2,129,3,0,0,hr,25139,1
781177,4.0,4.5,2,142,3,0,0,technical,33110,1
781178,4.6000000000000005,5.300000000000002,2,129,3,0,0,technical,28760,1
781179,0.8999999999999999,9.0,6,287,4,0,0,technical,32299,1
781180,8.8,8.9,4,275,5,0,0,technical,36905,1
781181,1.0,8.2,6,272,4,0,0,technical,16102,1
781182,1.0,9.7,6,307,4,0,0,technical,27211,1
781183,1.1,9.3,4,295,3,0,0,technical,16635,1
781184,8.4,8.8,5,237,5,0,0,technical,16441,1
781185,4.2,5.6000000000000005,2,158,3,0,0,technical,27005,1
781186,1.0,8.6,6,266,4,1,0,technical,32461,1
781187,1.0,9.5,6,256,4,0,0,technical,83292,1
781188,4.6000000000000005,5.4,2,158,3,0,0,support,50161,1
781189,0.8999999999999999,9.7,7,268,4,0,0,support,66471,1
781190,8.9,10.0,4,237,5,0,0,support,74739,1
781191,8.2,10.0,4,273,6,0,0,support,82686,1
781192,1.1,8.9,6,309,4,0,0,support,94524,1
781193,8.100000000000001,8.4,5,258,5,0,0,support,52706,1
781194,8.100000000000001,9.4,5,233,6,0,0,support,73181,1
781195,7.7,10.0,4,249,6,0,0,support,96113,1
781196,6.3,9.4,3,179,2,0,0,support,70919,1
781197,4.0,5.699999999999998,2,128,3,0,0,support,68302,1
781198,8.6,10.0,4,250,6,0,0,support,80725,1
781199,3.7,4.9,2,151,3,0,0,technical,395099,1
781200,4.4,5.0,2,132,3,0,0,technical,23267,1
781201,7.4,8.9,5,232,6,0,0,technical,40116,1
781202,7.9,10.0,4,229,5,1,0,management,90093,1
781203,0.8999999999999999,9.2,6,261,4,0,0,IT,46810,1
781204,3.7,4.8,2,129,3,0,0,IT,73322,1
781205,0.8999999999999999,7.800000000000002,6,244,4,0,0,IT,20615,1
781206,0.8999999999999999,8.4,6,258,4,0,0,IT,27220,1
781207,1.0,8.0,7,292,5,0,0,IT,34683,1
781208,4.5,5.6000000000000005,2,143,3,0,0,product_mng,35310,1
781209,4.0,5.1,2,136,3,0,0,product_mng,20352,1
781210,3.1,9.5,6,235,5,0,0,product_mng,18705,1
781211,7.0,9.3,2,310,3,0,0,product_mng,25841,1
781212,3.6,4.8,2,152,3,0,0,IT,36965,1
781213,3.4000000000000004,9.7,6,157,5,1,0,RandD,33142,1
781214,8.7,8.299999999999999,5,267,5,0,0,RandD,10469,1
781215,1.1,9.1,6,302,4,0,0,RandD,31924,1
781216,4.699999999999998,8.100000000000001,4,133,3,0,0,RandD,27519,1
781217,4.3,5.2,2,142,3,0,0,RandD,15801,1
781218,4.3,4.699999999999998,2,129,3,0,0,marketing,21102,1
781219,4.5,5.699999999999998,2,136,3,0,0,sales,19261,1
781220,7.4,10.0,5,223,5,0,0,accounting,39427,1
781221,1.0,8.9,6,244,4,1,0,support,23761,1
781222,7.800000000000002,8.7,5,243,5,0,0,technical,39483,1
781223,9.0,9.5,5,275,3,0,0,management,33750,1
781224,5.300000000000002,9.5,6,205,4,0,0,marketing,24814,1
781225,4.5,5.4,2,154,3,0,0,marketing,30225,1
781226,8.6,8.299999999999999,4,270,5,0,0,marketing,55847,1
781227,7.4,8.9,4,267,5,0,0,sales,45497,1
781228,0.8999999999999999,7.9,6,276,4,0,0,sales,40926,1
781229,8.0,9.5,5,244,5,0,0,sales,71901,1
781230,4.6000000000000005,5.300000000000002,2,128,3,0,0,sales,44096,1
781231,8.6,9.5,5,269,6,0,0,sales,68732,1
781232,8.6,9.5,4,238,5,0,0,sales,91656,1
781233,9.0,9.1,4,269,5,0,0,sales,62045,1
781234,8.7,8.8,5,231,6,0,0,sales,82592,1
781235,8.299999999999999,9.4,4,267,5,0,0,sales,50414,1
781236,7.7,8.299999999999999,4,245,5,0,0,sales,47464,1
781237,7.7,10.0,4,272,5,0,0,sales,89817,1
781238,9.0,8.6,5,254,5,0,0,sales,262493,1
781239,7.3,9.2,4,273,5,0,0,sales,35909,1
781240,9.1,9.0,4,250,5,0,0,sales,43294,1
781241,3.6,5.300000000000002,2,133,3,0,0,sales,67132,1
781242,3.8,5.4,2,150,3,0,0,sales,65687,1
781243,4.4,4.6000000000000005,2,157,3,0,0,sales,80777,1
781244,7.3,10.0,5,230,5,0,0,sales,11048,1
781245,8.9,9.1,5,260,5,0,0,sales,21641,1
781246,1.1,7.7,6,275,4,0,0,accounting,20585,1
781247,1.0,7.7,7,308,4,0,0,accounting,28703,1
781248,3.7,4.6000000000000005,2,129,3,0,0,accounting,30105,1
781249,3.8,4.8,2,134,3,0,0,hr,19512,1
781250,4.2,4.8,2,132,3,0,0,hr,18081,1
781251,4.4,4.6000000000000005,2,153,3,0,0,hr,14026,1
781252,1.1,8.299999999999999,6,262,4,0,0,hr,37887,1
781253,0.8999999999999999,9.7,7,262,4,0,0,technical,15268,1
781254,4.3,4.699999999999998,2,130,3,0,0,technical,14232,1
781255,3.8,5.2,2,156,3,0,0,technical,32772,1
781256,1.1,8.9,6,254,4,0,0,technical,35170,1
781257,3.7,4.9,2,130,3,0,0,technical,19383,1
781258,4.4,5.699999999999998,2,139,3,0,0,technical,39787,1
781259,7.199999999999998,8.2,5,269,5,0,0,technical,25786,1
781260,1.0,9.1,7,297,4,0,0,technical,32885,1
781261,7.3,8.6,5,249,5,0,0,technical,16665,1
781262,0.8999999999999999,8.2,7,267,4,0,0,technical,33129,1
781263,4.4,4.6000000000000005,2,149,3,0,0,technical,26050,1
781264,0.8999999999999999,8.2,6,251,4,0,0,support,25766,1
781265,1.0,8.7,6,306,4,0,0,support,43086,1
781266,1.1,8.6,6,279,4,0,0,support,52835,1
781267,4.2,4.6000000000000005,2,131,3,0,0,support,43341,1
781268,0.8999999999999999,8.5,6,260,4,0,0,support,59311,1
781269,7.199999999999998,8.8,5,249,5,0,0,support,85433,1
781270,7.5,9.7,4,245,5,0,0,support,62004,1
781271,4.4,5.0,2,138,3,0,0,support,45763,1
781272,1.1,9.1,6,278,4,0,0,support,55869,1
781273,3.8,4.699999999999998,2,147,3,0,0,support,62348,1
781274,3.9,5.699999999999998,2,131,3,0,0,support,51831,1
781275,1.0,9.0,7,301,4,0,0,technical,41262,1
781276,4.3,5.2,2,141,3,0,0,technical,50173,1
781277,3.9,5.699999999999998,2,158,3,0,0,technical,197978,1
781278,8.8,8.7,4,235,6,0,0,management,10226,1
781279,1.0,8.5,7,261,4,0,0,IT,77641,1
781280,1.0,8.9,5,270,4,0,0,IT,78716,1
781281,1.1,9.3,6,290,4,0,0,IT,91327,1
781282,3.7,4.699999999999998,2,149,3,0,0,IT,42422,1
781283,3.7,4.8,2,160,3,0,0,IT,38283,1
781284,7.7,8.7,4,150,4,0,0,product_mng,16107,1
781285,9.1,9.4,5,218,6,0,0,product_mng,10960,1
781286,4.6000000000000005,5.1,2,155,3,0,0,product_mng,25628,1
781287,1.1,8.7,6,291,4,0,0,product_mng,14625,1
781288,8.6,9.1,5,265,5,0,0,IT,12121,1
781289,8.7,8.8,5,262,6,0,0,sales,34164,1
781290,0.8999999999999999,9.2,6,303,5,0,0,sales,22504,1
781291,4.2,4.6000000000000005,2,132,3,0,0,sales,35969,1
781292,8.2,8.299999999999999,4,245,5,1,0,sales,11715,1
781293,4.6000000000000005,4.8,2,129,3,0,0,sales,24394,1
781294,8.8,10.0,5,226,6,0,0,marketing,17349,1
781295,1.0,9.1,6,286,4,0,0,marketing,27573,1
781296,4.3,4.5,2,140,3,0,0,sales,31315,1
781297,3.7,4.9,2,153,3,0,0,accounting,25626,1
781298,8.0,9.5,5,217,5,0,0,support,28947,1
781299,8.299999999999999,9.5,5,258,5,0,0,technical,33966,1
781300,3.9,5.699999999999998,2,156,3,0,0,management,33795,1
781301,7.7,9.2,5,255,5,0,0,marketing,10129,1
781302,4.3,4.6000000000000005,2,129,3,0,0,marketing,25793,1
781303,7.9,9.6,4,234,5,0,0,marketing,10014,1
781304,3.9,5.5,2,152,3,1,0,sales,74007,1
781305,1.0,8.8,7,300,4,0,0,sales,61630,1
781306,3.9,5.300000000000002,2,131,3,0,0,sales,94985,1
781307,1.1,8.9,6,301,4,0,0,sales,82610,1
781308,4.0,5.1,2,156,3,0,0,sales,84948,1
781309,4.2,5.2,2,141,3,1,0,sales,67600,1
781310,5.699999999999998,8.5,4,219,2,1,0,sales,90269,1
781311,1.1,9.5,7,269,5,0,0,sales,57682,1
781312,3.6,7.3,4,276,2,0,0,sales,82894,1
781313,1.1,9.4,7,302,4,0,0,sales,87533,1
781314,3.5,8.0,6,281,2,0,0,sales,55971,1
781315,7.800000000000002,9.9,5,241,5,0,0,sales,68875,1
781316,1.1,9.3,7,288,4,0,0,sales,204158,1
781317,1.0,9.6,6,303,4,0,0,sales,15611,1
781318,4.2,5.4,2,135,3,0,0,sales,51268,1
781319,4.3,5.0,2,127,3,1,0,sales,54749,1
781320,7.9,8.4,5,245,5,0,0,sales,96740,1
781321,4.5,4.5,2,145,3,0,0,sales,60553,1
781322,0.8999999999999999,9.1,6,248,4,0,0,sales,34544,1
781323,1.1,9.1,6,302,4,0,0,accounting,12046,1
781324,4.5,4.9,2,144,3,0,0,accounting,36262,1
781325,1.1,9.1,6,272,4,0,0,accounting,21586,1
781326,0.8999999999999999,8.0,6,294,4,0,0,hr,13795,1
781327,7.800000000000002,7.1,4,296,3,0,0,hr,11972,1
781328,3.8,5.0,2,151,3,1,0,hr,29782,1
781329,8.2,8.2,4,249,5,0,0,hr,25970,1
781330,8.5,8.9,4,221,5,0,0,technical,19424,1
781331,4.5,4.6000000000000005,2,146,3,0,0,technical,30649,1
781332,7.7,8.9,5,243,5,0,0,technical,12842,1
781333,3.9,5.0,2,127,3,0,0,technical,17291,1
781334,9.1,9.0,4,245,5,0,0,technical,22855,1
781335,1.1,7.7,6,264,4,0,0,technical,30191,1
781336,4.6000000000000005,4.5,2,143,3,0,0,technical,29592,1
781337,4.3,4.9,2,135,3,0,0,technical,37853,1
781338,1.1,9.6,6,262,4,1,0,technical,14822,1
781339,1.0,9.3,6,299,4,0,0,technical,39307,1
781340,0.8999999999999999,8.0,5,279,4,0,0,technical,37490,1
781341,3.6,5.1,2,155,3,0,0,support,24979,1
781342,1.1,8.9,6,264,4,0,0,support,38612,1
781343,0.8999999999999999,7.7,6,256,5,0,0,support,80661,1
781344,4.4,5.1,2,129,3,0,0,support,95003,1
781345,7.3,9.7,5,217,6,0,0,support,62295,1
781346,2.1,5.8,7,203,5,0,0,support,53439,1
781347,8.0,8.5,4,264,5,0,0,support,96530,1
781348,3.7,5.5,2,159,3,0,0,support,82492,1
781349,7.9,9.6,5,218,5,0,0,support,50665,1
781350,0.8999999999999999,8.0,6,298,4,0,0,support,84518,1
781351,7.5,7.4,6,134,3,0,0,support,94278,1
781352,8.299999999999999,10.0,5,263,5,0,0,technical,87651,1
781353,1.0,7.7,5,252,4,0,0,technical,72191,1
781354,4.4,5.5,2,136,3,0,0,technical,42857,1
781355,4.2,9.7,6,259,4,0,0,management,328801,1
781356,4.3,5.6000000000000005,2,158,3,0,0,IT,18587,1
781357,0.8999999999999999,8.4,7,307,4,0,0,IT,53718,1
781358,4.4,5.300000000000002,2,152,3,0,0,IT,89196,1
781359,8.100000000000001,9.8,5,237,5,0,0,IT,56215,1
781360,1.0,7.9,7,284,4,0,0,IT,45424,1
781361,1.0,9.3,6,243,4,0,0,product_mng,22338,1
781362,1.1,8.299999999999999,6,268,4,0,0,product_mng,15250,1
781363,0.8999999999999999,7.7,6,244,4,0,0,product_mng,21866,1
781364,7.5,8.299999999999999,5,262,5,0,0,product_mng,14053,1
781365,3.8,5.5,2,134,3,0,0,IT,31972,1
781366,0.8999999999999999,8.7,7,278,4,0,0,IT,38906,1
781367,7.4,9.7,5,238,5,0,0,IT,10991,1
781368,4.4,5.6000000000000005,2,127,3,0,0,IT,38137,1
781369,7.6,9.5,4,259,5,0,0,RandD,23491,1
781370,4.2,5.6000000000000005,2,146,3,0,0,RandD,19770,1
781371,7.5,10.0,4,243,5,0,0,RandD,39969,1
781372,3.6,5.2,2,137,3,0,0,marketing,29431,1
781373,7.5,9.3,5,229,5,0,0,sales,24691,1
781374,4.0,4.6000000000000005,2,134,3,0,0,accounting,20516,1
781375,7.5,8.9,4,228,5,0,0,support,23233,1
781376,0.8999999999999999,8.4,6,301,4,0,0,technical,37523,1
781377,3.9,4.6000000000000005,2,127,3,0,0,management,15191,1
781378,4.0,4.8,2,142,3,0,0,marketing,14000,1
781379,3.9,5.4,2,131,3,0,0,marketing,27322,1
781380,1.0,8.5,7,310,5,0,0,marketing,24589,1
781381,4.2,5.5,2,148,3,0,0,sales,25772,1
781382,3.7,5.2,2,143,3,0,0,sales,48997,1
781383,1.1,9.8,6,250,4,0,0,sales,62163,1
781384,0.8999999999999999,8.8,7,265,4,0,0,sales,88350,1
781385,4.1,5.4,2,152,3,0,0,sales,82167,1
781386,4.2,4.9,2,145,3,0,0,sales,47188,1
781387,4.0,4.9,2,140,3,0,0,sales,42134,1
781388,3.6,4.699999999999998,2,129,3,0,0,sales,96438,1
781389,7.4,9.0,4,226,5,0,0,sales,89868,1
781390,6.6000000000000005,10.0,5,269,5,0,0,sales,50330,1
781391,3.8,4.699999999999998,2,152,3,0,0,sales,63502,1
781392,4.3,5.1,2,132,3,0,0,sales,95166,1
781393,4.3,5.300000000000002,2,148,3,0,0,sales,63237,1
781394,1.0,8.5,6,297,5,0,0,sales,324092,1
781395,8.2,8.5,4,274,5,0,0,sales,17851,1
781396,1.0,7.7,6,280,4,0,0,sales,89097,1
781397,1.0,9.3,6,288,4,0,0,sales,55129,1
781398,4.3,4.9,2,155,3,0,0,sales,41131,1
781399,0.8999999999999999,9.4,7,247,4,0,0,sales,77810,1
781400,4.1,5.4,2,138,3,0,0,accounting,10383,1
781401,1.0,8.2,7,284,4,0,0,accounting,24694,1
781402,8.8,9.2,4,225,5,0,0,accounting,14131,1
781403,4.3,5.699999999999998,2,151,3,1,0,hr,10907,1
781404,4.2,5.0,2,155,3,0,0,hr,27901,1
781405,8.5,10.0,4,234,5,0,0,hr,38244,1
781406,3.8,4.9,2,144,3,0,0,hr,10207,1
781407,3.9,4.699999999999998,2,142,3,0,0,technical,17199,1
781408,4.1,4.8,2,126,3,0,0,technical,32717,1
781409,8.8,9.2,4,233,6,0,0,technical,37491,1
781410,7.800000000000002,9.6,4,241,5,0,0,technical,26271,1
781411,4.5,4.8,2,138,3,0,0,technical,18419,1
781412,0.8999999999999999,9.5,6,260,4,1,0,technical,36637,1
781413,4.4,5.6000000000000005,2,145,3,0,0,technical,10414,1
781414,1.1,8.4,6,252,4,0,0,technical,30523,1
781415,3.6,5.1,2,143,3,0,0,technical,39033,1
781416,8.6,9.8,4,270,5,0,0,technical,26861,1
781417,1.0,9.2,6,285,4,0,0,technical,20661,1
781418,4.5,5.300000000000002,2,149,3,0,0,support,14721,1
781419,4.2,5.300000000000002,2,158,3,0,0,support,23503,1
781420,3.6,5.5,2,134,3,0,0,support,26232,1
781421,4.5,5.5,2,129,3,0,0,support,43206,1
781422,3.8,5.699999999999998,2,131,3,0,0,support,64610,1
781423,1.1,9.7,6,288,4,0,0,support,71134,1
781424,4.5,4.6000000000000005,2,142,3,0,0,support,77609,1
781425,8.7,9.5,5,227,5,0,0,support,93390,1
781426,4.5,5.300000000000002,2,131,3,0,0,support,48007,1
781427,1.0,8.299999999999999,6,283,5,0,0,support,57174,1
781428,4.4,5.4,2,139,3,0,0,support,40696,1
781429,7.800000000000002,10.0,4,267,5,0,0,technical,58701,1
781430,3.8,5.6000000000000005,2,148,3,0,0,technical,91552,1
781431,8.5,8.4,5,272,6,0,0,technical,43610,1
781432,3.6,4.8,2,148,3,1,0,management,98411,1
781433,7.5,8.8,5,270,5,0,0,IT,132852,1
781434,8.100000000000001,8.100000000000001,4,218,5,1,0,IT,20741,1
781435,4.0,5.5,2,150,3,0,0,IT,93868,1
781436,8.299999999999999,8.299999999999999,5,260,5,0,0,IT,45011,1
781437,4.1,5.2,2,127,3,0,0,IT,66839,1
781438,4.2,5.699999999999998,2,134,3,0,0,product_mng,78789,1
781439,0.8999999999999999,8.299999999999999,7,258,4,0,0,product_mng,14611,1
781440,8.7,8.100000000000001,5,304,5,0,0,product_mng,39502,1
781441,4.3,5.6000000000000005,6,149,4,0,0,product_mng,11480,1
781442,3.9,5.1,2,139,3,0,0,IT,10448,1
781443,1.0,9.0,6,272,5,0,0,RandD,35277,1
781444,4.1,5.2,2,132,3,0,0,RandD,11949,1
781445,7.199999999999998,10.0,2,240,2,0,0,RandD,37578,1
781446,4.4,5.5,2,137,3,0,0,RandD,21324,1
781447,3.8,5.0,2,139,3,0,0,RandD,11490,1
781448,4.6000000000000005,5.2,2,148,3,0,0,RandD,31924,1
781449,4.0,4.9,2,149,3,0,0,marketing,31216,1
781450,4.5,4.5,2,131,3,0,0,sales,27843,1
781451,8.9,8.9,5,262,5,0,0,accounting,38743,1
781452,1.0,9.7,7,284,4,0,0,support,39836,1
781453,4.6000000000000005,4.8,2,161,3,0,0,technical,33716,1
781454,0.8999999999999999,7.800000000000002,7,290,4,0,0,management,17383,1
781455,4.5,5.699999999999998,2,149,3,0,0,marketing,33949,1
781456,8.9,9.8,4,242,6,0,0,marketing,29640,1
781457,6.2,7.7,5,227,4,0,0,marketing,11558,1
781458,1.1,9.3,6,276,4,0,0,sales,15598,1
781459,4.4,5.0,2,135,3,0,0,sales,36661,1
781460,0.8999999999999999,9.4,6,266,4,0,0,sales,49469,1
781461,5.6000000000000005,7.5,5,236,2,0,0,sales,58406,1
781462,7.7,8.9,4,270,5,0,0,sales,45522,1
781463,3.9,4.9,2,146,3,0,0,sales,45123,1
781464,1.0,9.2,5,272,4,0,0,sales,66726,1
781465,7.199999999999998,8.5,5,246,5,0,0,sales,63633,1
781466,4.0,5.2,2,136,3,0,0,sales,72500,1
781467,1.1,8.100000000000001,6,260,4,0,0,sales,65815,1
781468,8.8,10.0,5,247,5,0,0,sales,70415,1
781469,3.7,5.1,2,127,3,0,0,sales,53405,1
781470,1.1,9.6,6,267,4,0,0,sales,60671,1
781471,4.0,5.2,2,143,3,0,0,sales,91461,1
781472,1.0,8.6,6,306,4,0,0,sales,255964,1
781473,6.2,8.9,3,131,4,0,0,sales,10508,1
781474,7.800000000000002,8.6,4,249,5,0,0,sales,91934,1
781475,3.7,5.2,2,144,3,0,0,sales,97076,1
781476,7.6,8.2,4,254,5,1,0,sales,66080,1
781477,4.2,5.300000000000002,2,131,3,0,0,accounting,83931,1
781478,1.0,7.7,6,272,4,0,0,accounting,37216,1
781479,4.2,4.699999999999998,2,157,3,0,0,accounting,14011,1
781480,1.0,9.6,7,301,4,0,0,hr,31805,1
781481,1.0,8.100000000000001,6,252,4,0,0,hr,38947,1
781482,4.2,4.699999999999998,2,130,3,0,0,hr,35400,1
781483,0.8999999999999999,8.6,6,297,4,0,0,hr,37071,1
781484,1.0,8.0,6,248,4,0,0,technical,33645,1
781485,1.1,8.9,7,257,4,0,0,technical,18785,1
781486,4.4,5.300000000000002,2,147,3,0,0,technical,38450,1
781487,8.7,9.0,3,307,5,0,0,technical,34924,1
781488,4.4,4.6000000000000005,2,154,3,0,0,technical,22567,1
781489,4.1,5.6000000000000005,2,143,3,0,0,technical,39627,1
781490,5.1,7.9,4,134,3,0,0,technical,23325,1
781491,8.9,9.6,5,221,5,0,0,technical,18100,1
781492,1.0,9.6,6,275,4,0,0,technical,27373,1
781493,9.0,9.4,5,247,5,0,0,technical,28306,1
781494,3.6,5.5,2,131,3,0,0,technical,24272,1
781495,4.4,5.4,2,150,3,0,0,support,11767,1
781496,3.9,5.699999999999998,2,150,3,0,0,support,30980,1
781497,3.8,10.0,5,137,4,0,0,support,11932,1
781498,7.3,9.5,4,223,6,0,0,support,37256,1
781499,1.0,9.6,6,292,4,0,0,support,60186,1
781500,8.9,8.299999999999999,5,130,4,1,0,support,92409,1
781501,8.7,8.5,5,221,6,0,0,support,82469,1
781502,8.4,8.9,4,245,5,1,0,support,95982,1
781503,1.1,7.7,6,274,4,0,0,support,96388,1
781504,7.4,10.0,5,248,5,0,0,support,52342,1
781505,7.9,9.7,4,243,5,0,0,support,76144,1
781506,1.0,9.2,7,273,4,0,0,technical,77722,1
781507,8.299999999999999,9.5,5,221,5,0,0,technical,97195,1
781508,1.0,7.9,6,271,4,0,0,technical,48307,1
781509,4.5,5.0,2,157,3,0,0,management,75959,1
781510,2.9,4.8,2,249,4,0,0,IT,98805,1
781511,4.6000000000000005,4.6000000000000005,2,145,3,0,0,IT,151053,1
781512,1.1,8.299999999999999,6,262,5,0,0,IT,16877,1
781513,7.5,8.9,5,272,5,0,0,IT,62088,1
781514,4.0,5.0,2,129,3,0,0,IT,74706,1
781515,3.7,4.6000000000000005,2,134,3,0,0,product_mng,69956,1
781516,4.1,5.2,2,147,3,0,0,product_mng,54767,1
781517,1.0,8.299999999999999,6,293,4,0,0,product_mng,16180,1
781518,3.9,5.2,2,129,3,0,0,product_mng,27320,1
781519,4.0,4.5,2,140,3,0,0,IT,23999,1
781520,4.1,5.2,2,132,3,0,0,RandD,19646,1
781521,1.1,8.9,6,284,4,0,0,RandD,11996,1
781522,7.4,9.9,5,263,5,0,0,RandD,24620,1
781523,4.2,4.6000000000000005,2,143,3,0,0,RandD,14401,1
781524,8.8,8.8,4,265,5,0,0,RandD,12664,1
781525,3.7,5.300000000000002,2,147,3,0,0,RandD,38529,1
781526,7.800000000000002,8.100000000000001,4,253,5,0,0,marketing,17551,1
781527,4.6000000000000005,5.0,2,141,3,0,0,sales,23353,1
781528,7.4,10.0,5,222,6,0,0,accounting,15828,1
781529,1.1,8.6,6,273,4,1,0,support,37961,1
781530,8.0,8.7,5,240,6,0,0,technical,14793,1
781531,3.7,4.8,2,154,3,0,0,management,39192,1
781532,8.7,9.2,4,253,6,0,0,marketing,26782,1
781533,9.0,8.4,5,221,5,0,0,marketing,30957,1
781534,1.0,8.8,6,263,4,0,0,marketing,21110,1
781535,4.3,4.6000000000000005,2,145,3,0,0,sales,12528,1
781536,1.1,9.1,6,279,4,0,0,sales,21734,1
781537,4.0,4.6000000000000005,2,146,3,0,0,sales,27804,1
781538,0.8999999999999999,9.3,7,270,4,0,0,sales,96528,1
781539,4.0,5.0,2,135,3,0,0,sales,46187,1
781540,1.4,7.0,5,236,3,0,0,sales,56579,1
781541,4.0,4.9,2,151,3,0,0,sales,83711,1
781542,1.1,7.9,6,244,4,1,0,sales,79540,1
781543,7.199999999999998,10.0,4,169,3,0,0,sales,54511,1
781544,3.9,5.699999999999998,2,157,3,0,0,sales,49734,1
781545,8.2,9.3,4,246,5,0,0,sales,76768,1
781546,4.1,5.2,2,142,3,0,0,sales,78668,1
781547,4.5,5.1,2,156,3,0,0,sales,54650,1
781548,2.0,7.0,6,281,5,0,0,sales,57689,1
781549,4.3,5.300000000000002,2,146,3,0,0,sales,73889,1
781550,3.9,5.5,2,156,3,0,0,sales,394570,1
781551,1.1,8.6,6,299,4,1,0,sales,19472,1
781552,4.5,4.699999999999998,2,136,3,0,0,sales,81594,1
781553,1.1,8.7,6,272,4,0,0,sales,47634,1
781554,8.4,8.6,5,240,5,0,0,accounting,87704,1
781555,8.6,9.6,5,245,6,0,0,accounting,96656,1
781556,7.9,9.3,5,269,5,0,0,accounting,24187,1
781557,3.9,5.699999999999998,2,130,3,0,0,hr,29028,1
781558,1.5,6.2,4,257,3,0,0,hr,35841,1
781559,8.100000000000001,10.0,4,241,5,0,0,hr,36621,1
781560,3.9,5.300000000000002,2,136,3,0,0,hr,24418,1
